Source,Heading,Category,Date,Time,URL,Text
Stanford,"With ‘retargeted’ advertising, sooner is better than later",Social Sciences,2019-09-08,-,https://www.gsb.stanford.edu/insights/retargeted-advertising-sooner-better-later,-
